Aikaleima (dd.mm.yyyy hh:mm);Viikko;Yhteensä;Kevyt ajoneuvo Imatra;Raskas ajoneuvo Imatra;Kevyt ajoneuvo Lpr;Raskas ajoneuvo Lpr
25.01.2021 20:00;4;429;175;54;154;46
25.01.2021 21:00;4;307;127;42;99;39
25.01.2021 22:00;4;230;74;24;93;39
25.01.2021 23:00;4;95;31;23;23;18
26.01.2021 00:00;4;86;17;22;23;24
26.01.2021 01:00;4;79;14;22;19;24
26.01.2021 02:00;4;62;11;21;12;18
26.01.2021 03:00;4;68;11;22;13;22
26.01.2021 04:00;4;140;36;34;35;35
26.01.2021 05:00;4;367;136;42;133;56
26.01.2021 06:00;4;993;453;42;431;67
26.01.2021 07:00;4;1218;513;87;548;70
26.01.2021 08:00;4;875;346;75;392;62
26.01.2021 09:00;4;803;334;59;331;79
26.01.2021 10:00;4;769;298;76;313;82
26.01.2021 11:00;4;816;318;75;347;76
26.01.2021 12:00;4;820;343;77;318;82
26.01.2021 13:00;4;896;431;59;334;72
26.01.2021 14:00;4;1059;473;65;419;102
26.01.2021 15:00;4;1416;636;89;624;67
26.01.2021 16:00;4;1391;664;79;570;78
26.01.2021 17:00;4;936;466;44;369;57
26.01.2021 18:00;4;714;351;46;263;54
26.01.2021 19:00;4;552;256;44;203;49
26.01.2021 20:00;4;389;169;30;147;43
26.01.2021 21:00;4;320;119;34;132;35
26.01.2021 22:00;4;193;69;24;75;25
26.01.2021 23:00;4;119;26;26;33;34
27.01.2021 00:00;4;85;18;21;25;21
27.01.2021 01:00;4;61;8;24;13;16
27.01.2021 02:00;4;66;12;21;15;18
27.01.2021 03:00;4;74;12;19;20;23
27.01.2021 04:00;4;146;41;32;43;30
27.01.2021 05:00;4;364;143;45;139;37
27.01.2021 06:00;4;965;431;48;411;75
27.01.2021 07:00;4;1232;533;64;559;76
27.01.2021 08:00;4;883;336;78;399;70
27.01.2021 09:00;4;828;314;75;355;84
27.01.2021 10:00;4;780;297;87;313;83
27.01.2021 11:00;4;893;381;76;359;77
27.01.2021 12:00;4;902;371;68;376;87
27.01.2021 13:00;4;1017;459;76;402;80
27.01.2021 14:00;4;1141;504;72;487;78
27.01.2021 15:00;4;1505;714;73;635;83
27.01.2021 16:00;4;1389;667;57;588;77
27.01.2021 17:00;4;995;471;55;396;73
27.01.2021 18:00;4;774;333;57;309;75
27.01.2021 19:00;4;572;268;39;209;56
27.01.2021 20:00;4;425;179;46;149;51
27.01.2021 21:00;4;357;151;42;125;39
27.01.2021 22:00;4;202;63;26;82;31
27.01.2021 23:00;4;130;35;27;36;32
28.01.2021 00:00;4;93;16;27;24;26
28.01.2021 01:00;4;79;17;24;14;24
28.01.2021 02:00;4;61;6;22;16;17
28.01.2021 03:00;4;61;18;21;13;9
28.01.2021 04:00;4;125;33;33;37;22
28.01.2021 05:00;4;339;142;32;128;37
28.01.2021 06:00;4;914;412;51;405;46
28.01.2021 07:00;4;1163;505;65;518;75
28.01.2021 08:00;4;855;347;59;376;73
28.01.2021 09:00;4;762;302;62;317;81
28.01.2021 10:00;4;771;295;69;330;77
28.01.2021 11:00;4;819;315;64;359;81
28.01.2021 12:00;4;895;378;76;371;70
28.01.2021 13:00;4;948;428;83;353;84
28.01.2021 14:00;4;1160;522;72;482;84
28.01.2021 15:00;4;1540;724;80;655;81
28.01.2021 16:00;4;1398;676;65;579;78
28.01.2021 17:00;4;1061;504;62;423;72
28.01.2021 18:00;4;808;407;47;287;67
28.01.2021 19:00;4;648;277;54;259;58
28.01.2021 20:00;4;484;220;54;162;48
28.01.2021 21:00;4;314;147;30;93;44
28.01.2021 22:00;4;211;72;38;83;18
28.01.2021 23:00;4;140;39;31;35;35
29.01.2021 00:00;4;91;21;22;25;23
29.01.2021 01:00;4;70;13;26;20;11
29.01.2021 02:00;4;78;13;24;17;24
29.01.2021 03:00;4;64;14;23;13;14
29.01.2021 04:00;4;127;36;30;37;24
29.01.2021 05:00;4;340;137;42;129;32
29.01.2021 06:00;4;871;390;38;373;70
29.01.2021 07:00;4;1081;453;48;515;65
29.01.2021 08:00;4;848;328;63;396;61
29.01.2021 09:00;4;720;279;53;314;74
29.01.2021 10:00;4;855;326;70;392;67
29.01.2021 11:00;4;980;446;73;392;69
29.01.2021 12:00;4;989;447;62;415;65
29.01.2021 13:00;4;1117;487;64;495;71
29.01.2021 14:00;4;1360;664;74;553;69
29.01.2021 15:00;4;1661;807;72;699;83
29.01.2021 16:00;4;1490;760;68;598;64
29.01.2021 17:00;4;1097;583;57;419;38
29.01.2021 18:00;4;855;466;41;304;44
29.01.2021 19:00;4;585;322;33;193;37
29.01.2021 20:00;4;485;238;44;175;28
29.01.2021 21:00;4;355;168;33;135;19
29.01.2021 22:00;4;233;89;20;104;20
29.01.2021 23:00;4;140;52;16;48;24
30.01.2021 00:00;4;96;44;16;27;9
30.01.2021 01:00;4;89;32;17;28;12
30.01.2021 02:00;4;67;17;17;16;17
30.01.2021 03:00;4;56;21;8;20;7
30.01.2021 04:00;4;82;30;16;17;19
30.01.2021 05:00;4;173;77;22;62;12
30.01.2021 06:00;4;199;83;20;72;24
30.01.2021 07:00;4;218;92;15;91;20
30.01.2021 08:00;4;307;129;23;134;21
30.01.2021 09:00;4;504;209;14;251;30
30.01.2021 10:00;4;694;309;26;322;37
30.01.2021 11:00;4;862;397;30;402;33
30.01.2021 12:00;4;901;443;16;398;44
30.01.2021 13:00;4;986;517;23;421;25
30.01.2021 14:00;4;984;485;21;433;45
30.01.2021 15:00;4;880;429;35;383;33
30.01.2021 16:00;4;761;385;17;325;34
30.01.2021 17:00;4;686;349;22;285;30
30.01.2021 18:00;4;489;227;14;218;30
30.01.2021 19:00;4;392;169;16;191;16
30.01.2021 20:00;4;353;145;9;182;17
30.01.2021 21:00;4;270;121;10;122;17
30.01.2021 22:00;4;196;84;9;93;10
30.01.2021 23:00;4;122;54;9;46;13
31.01.2021 00:00;4;116;47;10;53;6
31.01.2021 01:00;4;65;25;7;24;9
31.01.2021 02:00;4;44;19;4;18;3
31.01.2021 03:00;4;42;24;1;11;6
31.01.2021 04:00;4;53;19;4;19;11
31.01.2021 05:00;4;91;43;5;33;10
31.01.2021 06:00;4;135;70;8;43;14
31.01.2021 07:00;4;144;64;2;65;13
31.01.2021 08:00;4;174;71;16;79;8
31.01.2021 09:00;4;306;140;10;140;16
31.01.2021 10:00;4;491;227;14;229;21
31.01.2021 11:00;4;747;309;13;400;25
31.01.2021 12:00;4;851;345;9;464;33
31.01.2021 13:00;4;944;427;29;451;37
31.01.2021 14:00;4;973;404;13;520;36
31.01.2021 15:00;4;1001;436;10;522;33
31.01.2021 16:00;4;901;381;17;461;42
31.01.2021 17:00;4;770;325;16;399;30
31.01.2021 18:00;4;690;287;14;352;37
31.01.2021 19:00;4;502;230;15;231;26
31.01.2021 20:00;4;375;181;16;150;28
31.01.2021 21:00;4;268;114;11;120;23
31.01.2021 22:00;4;178;64;14;79;21
31.01.2021 23:00;4;81;30;6;30;15
01.02.2021 00:00;5;62;17;13;23;9
01.02.2021 01:00;5;56;13;11;8;24
01.02.2021 02:00;5;42;4;11;15;12
01.02.2021 03:00;5;58;10;11;21;16
01.02.2021 04:00;5;127;32;27;44;24
01.02.2021 05:00;5;342;143;33;137;29
01.02.2021 06:00;5;988;454;42;445;47
01.02.2021 07:00;5;1233;534;58;581;60
01.02.2021 08:00;5;915;369;54;433;59
01.02.2021 09:00;5;814;317;52;379;66
01.02.2021 10:00;5;726;315;54;302;55
01.02.2021 11:00;5;851;351;66;367;67
01.02.2021 12:00;5;880;391;55;367;67
01.02.2021 13:00;5;954;427;73;378;76
01.02.2021 14:00;5;1107;493;69;473;72
01.02.2021 15:00;5;1528;724;69;654;81
01.02.2021 16:00;5;1362;643;72;563;84
01.02.2021 17:00;5;990;429;63;419;79
01.02.2021 18:00;5;743;370;31;280;62
01.02.2021 19:00;5;540;241;44;215;40
01.02.2021 20:00;5;418;174;37;158;49
01.02.2021 21:00;5;313;130;36;115;32
01.02.2021 22:00;5;220;72;21;103;24
01.02.2021 23:00;5;93;27;29;17;20
02.02.2021 00:00;5;72;15;20;20;17
02.02.2021 01:00;5;72;16;24;12;20
02.02.2021 02:00;5;55;8;18;8;21
02.02.2021 03:00;5;66;14;18;11;23
02.02.2021 04:00;5;131;36;31;39;25
02.02.2021 05:00;5;334;134;32;129;39
02.02.2021 06:00;5;985;451;51;431;52
02.02.2021 07:00;5;1220;518;59;580;63
02.02.2021 08:00;5;963;387;79;432;65
02.02.2021 09:00;5;743;310;59;295;79
02.02.2021 10:00;5;773;306;76;313;78
02.02.2021 11:00;5;887;389;80;351;67
02.02.2021 12:00;5;941;396;90;377;78
02.02.2021 13:00;5;985;447;67;394;77
02.02.2021 14:00;5;1140;517;77;467;79
02.02.2021 15:00;5;1542;721;79;658;84
02.02.2021 16:00;5;1445;671;59;634;81
02.02.2021 17:00;5;1010;487;58;398;67
02.02.2021 18:00;5;734;357;50;263;64
02.02.2021 19:00;5;555;225;42;229;59
02.02.2021 20:00;5;412;161;51;159;41
02.02.2021 21:00;5;346;150;42;112;42
02.02.2021 22:00;5;225;80;16;105;24
02.02.2021 23:00;5;100;31;18;28;23
03.02.2021 00:00;5;79;7;18;28;26
03.02.2021 01:00;5;61;14;25;8;14
03.02.2021 02:00;5;65;8;18;16;23
03.02.2021 03:00;5;74;16;24;18;16
03.02.2021 04:00;5;121;28;33;32;28
03.02.2021 05:00;5;329;145;36;116;32
03.02.2021 06:00;5;940;415;40;425;60
03.02.2021 07:00;5;1184;513;55;545;71
03.02.2021 08:00;5;828;341;59;368;60
03.02.2021 09:00;5;679;280;48;287;64
03.02.2021 10:00;5;659;262;54;278;65
03.02.2021 11:00;5;741;320;81;286;54
03.02.2021 12:00;5;810;346;73;321;70
03.02.2021 13:00;5;912;413;71;353;75
03.02.2021 14:00;5;1008;444;69;414;81
03.02.2021 15:00;5;1384;637;77;594;76
03.02.2021 16:00;5;1376;622;75;610;69
03.02.2021 17:00;5;949;442;51;382;74
03.02.2021 18:00;5;750;320;61;303;66
03.02.2021 19:00;5;558;261;41;207;49
03.02.2021 20:00;5;460;195;41;186;38
03.02.2021 21:00;5;318;138;31;120;29
03.02.2021 22:00;5;262;97;38;95;32
03.02.2021 23:00;5;126;41;26;31;28
04.02.2021 00:00;5;77;18;12;24;23
04.02.2021 01:00;5;72;13;19;19;21
04.02.2021 02:00;5;73;14;23;18;18
04.02.2021 03:00;5;68;12;18;16;22
04.02.2021 04:00;5;121;38;32;31;20
04.02.2021 05:00;5;330;139;38;121;32
04.02.2021 06:00;5;936;410;41;430;55
04.02.2021 07:00;5;1186;511;58;556;61
04.02.2021 08:00;5;932;386;72;409;65
04.02.2021 09:00;5;756;295;68;308;85
04.02.2021 10:00;5;739;281;70;322;66
04.02.2021 11:00;5;892;374;69;377;72
04.02.2021 12:00;5;964;429;72;399;64
04.02.2021 13:00;5;1071;500;73;429;69
04.02.2021 14:00;5;1264;549;74;558;83
04.02.2021 15:00;5;1614;740;78;712;84
04.02.2021 16:00;5;1570;774;70;652;74
04.02.2021 17:00;5;1101;546;62;435;58
04.02.2021 18:00;5;876;410;64;336;66
04.02.2021 19:00;5;612;281;38;245;48
04.02.2021 20:00;5;501;235;36;189;41
04.02.2021 21:00;5;323;164;24;101;34
04.02.2021 22:00;5;246;91;28;104;23
04.02.2021 23:00;5;112;32;25;32;23
05.02.2021 00:00;5;74;13;17;24;20
05.02.2021 01:00;5;65;11;21;13;20
05.02.2021 02:00;5;79;8;25;21;25
05.02.2021 03:00;5;72;11;24;14;23
05.02.2021 04:00;5;122;35;30;36;21
05.02.2021 05:00;5;334;123;41;134;36
05.02.2021 06:00;5;914;392;47;417;58
05.02.2021 07:00;5;1076;474;50;487;65
05.02.2021 08:00;5;868;313;81;390;84
05.02.2021 09:00;5;784;318;51;357;58
05.02.2021 10:00;5;821;314;81;357;69
05.02.2021 11:00;5;993;428;67;415;83
05.02.2021 12:00;5;1004;423;60;458;63
05.02.2021 13:00;5;1200;570;66;505;59
05.02.2021 14:00;5;1442;690;56;630;66
05.02.2021 15:00;5;1670;831;70;704;65
05.02.2021 16:00;5;1458;761;66;567;64
05.02.2021 17:00;5;1205;663;59;435;48
05.02.2021 18:00;5;926;479;42;355;50
05.02.2021 19:00;5;623;336;36;205;46
05.02.2021 20:00;5;472;247;31;177;17
05.02.2021 21:00;5;357;173;26;134;24
05.02.2021 22:00;5;320;133;29;134;24
05.02.2021 23:00;5;154;53;15;67;19
06.02.2021 00:00;5;101;43;16;31;11
06.02.2021 01:00;5;90;36;18;23;13
06.02.2021 02:00;5;77;28;18;18;13
06.02.2021 03:00;5;48;16;14;12;6
06.02.2021 04:00;5;83;23;16;27;17
06.02.2021 05:00;5;139;61;15;50;13
06.02.2021 06:00;5;189;78;20;73;18
06.02.2021 07:00;5;229;82;19;111;17
06.02.2021 08:00;5;295;113;17;141;24
06.02.2021 09:00;5;524;211;15;276;22
06.02.2021 10:00;5;787;345;22;384;36
06.02.2021 11:00;5;897;414;26;425;32
06.02.2021 12:00;5;1033;502;28;466;37
06.02.2021 13:00;5;1088;521;21;512;34
06.02.2021 14:00;5;1017;539;27;428;23
06.02.2021 15:00;5;885;447;17;379;42
06.02.2021 16:00;5;841;409;14;389;29
06.02.2021 17:00;5;688;359;27;270;32
06.02.2021 18:00;5;589;278;12;275;24
06.02.2021 19:00;5;414;189;18;187;20
06.02.2021 20:00;5;289;134;13;127;15
06.02.2021 21:00;5;244;116;8;107;13
06.02.2021 22:00;5;211;91;6;103;11
06.02.2021 23:00;5;135;51;10;61;13
07.02.2021 00:00;5;98;50;6;33;9
07.02.2021 01:00;5;79;34;9;32;4
07.02.2021 02:00;5;44;15;5;17;7
07.02.2021 03:00;5;44;16;5;21;2
07.02.2021 04:00;5;44;19;6;12;7
07.02.2021 05:00;5;68;32;3;27;6
07.02.2021 06:00;5;109;51;5;39;14
07.02.2021 07:00;5;143;55;5;76;7
07.02.2021 08:00;5;143;55;8;66;14
07.02.2021 09:00;5;316;141;9;148;18
07.02.2021 10:00;5;493;217;20;231;25
07.02.2021 11:00;5;690;270;22;366;32
07.02.2021 12:00;5;850;352;7;462;29
07.02.2021 13:00;5;940;413;13;487;27
07.02.2021 14:00;5;983;405;14;524;40
07.02.2021 15:00;5;960;412;19;487;42
07.02.2021 16:00;5;893;402;12;431;48
07.02.2021 17:00;5;767;321;21;386;39
07.02.2021 18:00;5;688;314;21;325;28
07.02.2021 19:00;5;451;212;12;199;28
07.02.2021 20:00;5;340;148;13;147;32
07.02.2021 21:00;5;265;102;14;117;32
07.02.2021 22:00;5;161;68;6;64;23
07.02.2021 23:00;5;84;24;13;25;22
08.02.2021 00:00;6;70;16;12;24;18
08.02.2021 01:00;6;47;8;14;12;13
08.02.2021 02:00;6;47;4;11;17;15
08.02.2021 03:00;6;66;11;11;23;21
08.02.2021 04:00;6;140;42;25;44;29
08.02.2021 05:00;6;363;148;32;144;39
08.02.2021 06:00;6;974;445;41;425;63
08.02.2021 07:00;6;1212;550;48;553;61
08.02.2021 08:00;6;908;394;45;414;55
08.02.2021 09:00;6;781;311;65;335;70
08.02.2021 10:00;6;706;244;76;313;73
08.02.2021 11:00;6;860;363;77;355;65
08.02.2021 12:00;6;929;397;73;393;66
08.02.2021 13:00;6;952;437;78;365;72
08.02.2021 14:00;6;1098;481;71;468;78
08.02.2021 15:00;6;1502;714;80;613;95
08.02.2021 16:00;6;1380;665;69;569;77
08.02.2021 17:00;6;920;437;73;339;71
08.02.2021 18:00;6;694;329;49;266;50
08.02.2021 19:00;6;495;242;46;166;41
08.02.2021 20:00;6;395;180;32;148;35
08.02.2021 21:00;6;298;130;37;107;24
08.02.2021 22:00;6;218;66;19;99;34
08.02.2021 23:00;6;110;36;10;36;28
09.02.2021 00:00;6;71;19;21;15;16
09.02.2021 01:00;6;76;17;27;10;22
09.02.2021 02:00;6;66;8;26;10;22
09.02.2021 03:00;6;70;7;23;13;27
09.02.2021 04:00;6;96;29;17;28;22
09.02.2021 05:00;6;339;138;37;126;38
09.02.2021 06:00;6;946;428;55;420;43
09.02.2021 07:00;6;1218;524;57;557;80
09.02.2021 08:00;6;860;333;61;387;79
09.02.2021 09:00;6;798;312;67;335;84
09.02.2021 10:00;6;762;291;55;340;76
09.02.2021 11:00;6;824;337;83;335;69
09.02.2021 12:00;6;870;353;65;375;77
09.02.2021 13:00;6;1069;480;69;431;89
09.02.2021 14:00;6;1177;531;83;485;78
09.02.2021 15:00;6;1523;692;70;683;78
09.02.2021 16:00;6;1386;658;63;583;82
09.02.2021 17:00;6;969;462;75;373;59
09.02.2021 18:00;6;731;356;52;265;58
09.02.2021 19:00;6;588;249;49;242;48
09.02.2021 20:00;6;423;173;46;165;39
09.02.2021 21:00;6;381;155;36;155;35
09.02.2021 22:00;6;232;74;34;87;37
09.02.2021 23:00;6;106;29;25;24;28
10.02.2021 00:00;6;68;10;18;18;22
10.02.2021 01:00;6;76;15;32;9;20
10.02.2021 02:00;6;45;4;18;6;17
10.02.2021 03:00;6;73;10;22;14;27
10.02.2021 04:00;6;135;34;38;32;31
10.02.2021 05:00;6;350;143;38;137;32
10.02.2021 06:00;6;989;433;55;423;78
10.02.2021 07:00;6;1247;569;51;555;72
10.02.2021 08:00;6;925;359;71;414;81
10.02.2021 09:00;6;777;313;65;324;75
10.02.2021 10:00;6;776;309;68;325;74
10.02.2021 11:00;6;901;387;79;365;70
10.02.2021 12:00;6;908;348;74;399;87
10.02.2021 13:00;6;1025;458;71;425;71
10.02.2021 14:00;6;1110;490;86;468;66
10.02.2021 15:00;6;1602;726;82;709;85
10.02.2021 16:00;6;1411;693;67;592;59
10.02.2021 17:00;6;1085;508;67;441;69
10.02.2021 18:00;6;757;357;54;277;69
10.02.2021 19:00;6;604;264;48;253;39
10.02.2021 20:00;6;447;203;36;174;34
10.02.2021 21:00;6;324;159;21;110;34
10.02.2021 22:00;6;221;68;27;98;28
10.02.2021 23:00;6;101;26;13;40;22
11.02.2021 00:00;6;81;20;19;21;21
11.02.2021 01:00;6;59;18;23;6;12
11.02.2021 02:00;6;73;14;23;12;24
11.02.2021 03:00;6;62;11;27;9;15
11.02.2021 04:00;6;121;33;32;36;20
11.02.2021 05:00;6;350;137;40;131;42
11.02.2021 06:00;6;940;422;42;417;59
11.02.2021 07:00;6;1174;514;61;529;70
11.02.2021 08:00;6;895;368;65;387;75
11.02.2021 09:00;6;776;308;86;321;61
11.02.2021 10:00;6;766;272;70;331;93
11.02.2021 11:00;6;895;346;92;387;70
11.02.2021 12:00;6;892;388;78;359;67
11.02.2021 13:00;6;1063;485;84;408;86
11.02.2021 14:00;6;1241;552;59;526;104
11.02.2021 15:00;6;1572;759;67;666;80
11.02.2021 16:00;6;1531;726;56;675;74
11.02.2021 17:00;6;1072;545;49;417;61
11.02.2021 18:00;6;835;412;50;308;65
11.02.2021 19:00;6;629;279;47;261;42
11.02.2021 20:00;6;492;238;39;177;38
11.02.2021 21:00;6;336;157;25;126;28
11.02.2021 22:00;6;249;85;29;112;23
11.02.2021 23:00;6;126;48;21;37;20
12.02.2021 00:00;6;82;21;20;21;20
12.02.2021 01:00;6;73;14;28;15;16
12.02.2021 02:00;6;73;11;27;8;27
12.02.2021 03:00;6;73;14;16;14;29
12.02.2021 04:00;6;110;29;27;35;19
12.02.2021 05:00;6;331;142;34;127;28
12.02.2021 06:00;6;880;386;51;377;66
12.02.2021 07:00;6;1102;484;56;502;60
12.02.2021 08:00;6;830;333;61;369;67
12.02.2021 09:00;6;773;306;62;342;63
12.02.2021 10:00;6;849;320;86;365;78
12.02.2021 11:00;6;975;403;80;426;66
12.02.2021 12:00;6;1017;462;66;419;70
12.02.2021 13:00;6;1238;573;65;523;77
12.02.2021 14:00;6;1413;632;59;657;65
12.02.2021 15:00;6;1631;809;82;679;61
12.02.2021 16:00;6;1486;771;59;591;65
12.02.2021 17:00;6;1232;661;65;448;58
12.02.2021 18:00;6;955;540;36;325;54
12.02.2021 19:00;6;641;346;34;219;42
12.02.2021 20:00;6;519;234;36;210;39
12.02.2021 21:00;6;327;152;26;129;20
12.02.2021 22:00;6;257;112;13;115;17
12.02.2021 23:00;6;145;56;19;54;16
13.02.2021 00:00;6;97;36;10;41;10
13.02.2021 01:00;6;78;23;16;33;6
13.02.2021 02:00;6;74;20;19;27;8
13.02.2021 03:00;6;62;16;19;22;5
13.02.2021 04:00;6;66;20;20;18;8
13.02.2021 05:00;6;129;47;15;51;16
13.02.2021 06:00;6;209;92;12;78;27
13.02.2021 07:00;6;258;113;22;101;22
13.02.2021 08:00;6;358;131;24;179;24
13.02.2021 09:00;6;639;275;20;298;46
13.02.2021 10:00;6;758;329;23;378;28
13.02.2021 11:00;6;872;450;22;361;39
13.02.2021 12:00;6;984;453;25;479;27
13.02.2021 13:00;6;1011;540;23;420;28
13.02.2021 14:00;6;996;535;30;406;25
13.02.2021 15:00;6;916;488;13;393;22
13.02.2021 16:00;6;839;424;20;366;29
13.02.2021 17:00;6;755;370;22;332;31
13.02.2021 18:00;6;545;261;13;250;21
13.02.2021 19:00;6;377;193;10;158;16
13.02.2021 20:00;6;300;121;17;152;10
13.02.2021 21:00;6;257;122;10;108;17
13.02.2021 22:00;6;193;76;5;105;7
13.02.2021 23:00;6;140;58;4;65;13
14.02.2021 00:00;6;100;45;3;42;10
14.02.2021 01:00;6;89;40;4;38;7
14.02.2021 02:00;6;44;16;1;23;4
14.02.2021 03:00;6;27;12;2;8;5
14.02.2021 04:00;6;44;17;5;14;8
14.02.2021 05:00;6;79;32;3;38;6
14.02.2021 06:00;6;130;57;4;64;5
14.02.2021 07:00;6;144;59;11;62;12
14.02.2021 08:00;6;187;72;10;79;26
14.02.2021 09:00;6;322;149;9;147;17
14.02.2021 10:00;6;460;202;14;226;18
14.02.2021 11:00;6;745;299;10;407;29
14.02.2021 12:00;6;801;313;13;437;38
14.02.2021 13:00;6;926;401;18;467;40
14.02.2021 14:00;6;893;376;12;472;33
14.02.2021 15:00;6;962;377;19;523;43
14.02.2021 16:00;6;888;397;12;434;45
14.02.2021 17:00;6;826;353;13;412;48
14.02.2021 18:00;6;638;287;13;305;33
14.02.2021 19:00;6;509;231;18;235;25
14.02.2021 20:00;6;373;148;19;181;25
14.02.2021 21:00;6;307;124;22;126;35
14.02.2021 22:00;6;151;66;12;59;14
14.02.2021 23:00;6;99;32;8;37;22
15.02.2021 00:00;7;60;21;8;21;10
15.02.2021 01:00;7;63;14;24;14;11
15.02.2021 02:00;7;47;9;11;11;16
15.02.2021 03:00;7;63;8;14;18;23
15.02.2021 04:00;7;109;38;24;25;22
15.02.2021 05:00;7;358;146;29;141;42
15.02.2021 06:00;7;918;421;45;409;43
15.02.2021 07:00;7;1266;565;56;577;68
15.02.2021 08:00;7;904;366;56;416;66
15.02.2021 09:00;7;799;311;63;358;67
15.02.2021 10:00;7;816;304;69;370;73
15.02.2021 11:00;7;918;394;81;383;60
15.02.2021 12:00;7;896;366;81;377;72
15.02.2021 13:00;7;996;444;71;409;72
15.02.2021 14:00;7;1144;514;81;485;64
15.02.2021 15:00;7;1475;681;76;641;77
15.02.2021 16:00;7;1498;663;73;671;91
15.02.2021 17:00;7;1019;505;65;385;64
15.02.2021 18:00;7;768;364;65;281;58
15.02.2021 19:00;7;552;252;42;209;49
15.02.2021 20:00;7;402;171;45;143;43
15.02.2021 21:00;7;309;142;35;106;26
15.02.2021 22:00;7;211;65;26;89;31
15.02.2021 23:00;7;90;22;25;21;22
16.02.2021 00:00;7;72;20;14;14;24
16.02.2021 01:00;7;58;9;19;10;20
16.02.2021 02:00;7;72;10;26;13;23
16.02.2021 03:00;7;76;12;23;18;23
16.02.2021 04:00;7;122;41;26;27;28
16.02.2021 05:00;7;367;150;29;138;50
16.02.2021 06:00;7;950;452;43;395;60
16.02.2021 07:00;7;1278;550;79;565;84
16.02.2021 08:00;7;899;333;70;418;78
16.02.2021 09:00;7;781;318;58;322;83
16.02.2021 10:00;7;741;269;66;319;87
16.02.2021 11:00;7;831;348;74;338;71
16.02.2021 12:00;7;922;391;89;360;82
16.02.2021 13:00;7;978;426;88;372;92
16.02.2021 14:00;7;1164;472;84;517;91
16.02.2021 15:00;7;1550;719;78;676;77
16.02.2021 16:00;7;1402;701;65;567;69
16.02.2021 17:00;7;1073;504;77;415;77
16.02.2021 18:00;7;763;385;53;262;63
16.02.2021 19:00;7;601;275;47;227;52
16.02.2021 20:00;7;422;177;36;180;29
16.02.2021 21:00;7;303;124;31;111;37
16.02.2021 22:00;7;213;73;28;90;22
16.02.2021 23:00;7;117;34;24;27;32
17.02.2021 00:00;7;71;19;12;22;18
17.02.2021 01:00;7;92;14;27;13;38
17.02.2021 02:00;7;63;10;26;11;16
17.02.2021 03:00;7;60;9;27;8;16
17.02.2021 04:00;7;121;32;39;20;30
17.02.2021 05:00;7;352;143;29;135;45
17.02.2021 06:00;7;949;434;48;405;62
17.02.2021 07:00;7;1245;552;56;575;62
17.02.2021 08:00;7;957;398;66;417;76
17.02.2021 09:00;7;796;334;47;340;75
17.02.2021 10:00;7;780;301;73;315;91
17.02.2021 11:00;7;888;379;73;361;75
17.02.2021 12:00;7;932;362;78;410;82
17.02.2021 13:00;7;996;442;76;386;92
17.02.2021 14:00;7;1152;503;74;504;71
17.02.2021 15:00;7;1561;724;77;671;89
17.02.2021 16:00;7;1470;706;84;592;88
17.02.2021 17:00;7;1036;500;50;420;66
17.02.2021 18:00;7;829;405;60;302;62
17.02.2021 19:00;7;587;281;50;201;55
17.02.2021 20:00;7;473;212;35;179;47
17.02.2021 21:00;7;322;139;34;115;34
17.02.2021 22:00;7;233;94;25;89;25
17.02.2021 23:00;7;124;34;29;37;24
18.02.2021 00:00;7;76;9;20;18;29
18.02.2021 01:00;7;51;8;17;8;18
18.02.2021 02:00;7;68;6;32;14;16
18.02.2021 03:00;7;63;9;20;14;20
18.02.2021 04:00;7;114;26;23;34;31
18.02.2021 05:00;7;316;128;38;113;37
18.02.2021 06:00;7;910;428;41;374;67
18.02.2021 07:00;7;1169;518;55;540;56
18.02.2021 08:00;7;919;359;75;429;56
18.02.2021 09:00;7;779;302;60;333;84
18.02.2021 10:00;7;741;283;77;296;85
18.02.2021 11:00;7;880;353;88;351;88
18.02.2021 12:00;7;924;417;72;360;75
18.02.2021 13:00;7;1073;464;72;450;87
18.02.2021 14:00;7;1142;488;77;509;68
18.02.2021 15:00;7;1559;741;83;662;73
18.02.2021 16:00;7;1445;718;54;595;78
18.02.2021 17:00;7;1026;502;54;410;60
18.02.2021 18:00;7;812;401;52;304;55
18.02.2021 19:00;7;663;305;44;265;49
18.02.2021 20:00;7;472;222;35;168;47
18.02.2021 21:00;7;319;145;28;114;32
18.02.2021 22:00;7;232;79;28;93;32
18.02.2021 23:00;7;118;37;21;29;31
19.02.2021 00:00;7;81;18;19;21;23
19.02.2021 01:00;7;68;9;25;14;20
19.02.2021 02:00;7;65;7;26;8;24
19.02.2021 03:00;7;62;11;15;18;18
19.02.2021 04:00;7;117;33;30;26;28
19.02.2021 05:00;7;345;137;35;135;38
19.02.2021 06:00;7;870;406;41;363;60
19.02.2021 07:00;7;1129;472;70;525;62
19.02.2021 08:00;7;857;330;61;399;67
19.02.2021 09:00;7;787;279;67;366;75
19.02.2021 10:00;7;922;369;79;388;86
19.02.2021 11:00;7;977;407;71;417;82
19.02.2021 12:00;7;1085;479;68;488;50
19.02.2021 13:00;7;1285;608;73;536;68
19.02.2021 14:00;7;1450;718;73;588;71
19.02.2021 15:00;7;1762;872;66;746;78
19.02.2021 16:00;7;1555;816;60;614;65
19.02.2021 17:00;7;1287;680;57;488;62
19.02.2021 18:00;7;978;571;43;318;46
